id,title,assignee,inventor,priority_date,filing_date,publication_date,grant_date,result_link,representative_figure_link
JP-2023519050-A,Ways to Support Traveler Travel History Sharing at Airports ,,,02/03/2020,02/03/2020,10/05/2023,,https://patents.google.com/patent/JP2023519050A/en,https://patentimages.storage.googleapis.com/81/0d/45/51419caf0a5e6c/2023519050000037.png
JP-2022510766-A,Blockchain-based consumables management with support for offline equipment ,,,29/11/2018,26/11/2019,28/01/2022,,https://patents.google.com/patent/JP2022510766A/en,https://patentimages.storage.googleapis.com/f4/26/9d/1afc839efbe3d0/2022510766000002.png
JP-2022522895-A,Turing complete smart contract for cryptocurrencies ,,,06/03/2019,18/07/2019,20/04/2022,,https://patents.google.com/patent/JP2022522895A/en,https://patentimages.storage.googleapis.com/e4/81/29/95f5a884a23854/2022522895000002.png
JP-2022548185-A,Blockchain device with restricted transactions ,,,18/07/2019,18/07/2019,17/11/2022,,https://patents.google.com/patent/JP2022548185A/en,https://patentimages.storage.googleapis.com/aa/dd/4a/d9059a0b6a09f7/2022548185000001.png
JP-WO2020183726-A1,"Personal information management system, personal information management device, and personal information management method ",,,14/03/2019,14/03/2019,21/10/2021,,https://patents.google.com/patent/JPWO2020183726A1/en,https://patentimages.storage.googleapis.com/24/a8/e4/68ff6a0ad24a26/2020183726-3.png
JP-2022101477-A,"Transaction processing method of ethereum virtual machine, device, apparatus, and medium ",,,24/12/2020,16/11/2021,06/07/2022,,https://patents.google.com/patent/JP2022101477A/en,https://patentimages.storage.googleapis.com/94/4a/a0/7a9e0dcc1a4046/2022101477000002.png
JP-2023509107-A,Blockchain-based electricity bill payment method and system for energy storage power plant ,,,19/11/2020,30/08/2021,07/03/2023,,https://patents.google.com/patent/JP2023509107A/en,https://patentimages.storage.googleapis.com/4a/ed/4d/517610da7b70e2/2023509107000014.png
JP-6762647-B1,"Program, challenge support system, challenge support method, terminal ",,,09/08/2019,21/01/2020,30/09/2020,30/09/2020,https://patents.google.com/patent/JP6762647B1/en,https://patentimages.storage.googleapis.com/9b/04/4a/5415c0a836a393/0006762647-2.png
JP-2023535354-A,Blockchain-based tax mechanism ,,,30/07/2020,29/06/2021,17/08/2023,,https://patents.google.com/patent/JP2023535354A/en,https://patentimages.storage.googleapis.com/15/6d/93/a05fa132418005/2023535354000011.png
JP-2022541805-A,"Systems, methods and apparatus for developing smart contracts ",,,04/09/2019,01/04/2020,27/09/2022,,https://patents.google.com/patent/JP2022541805A/en,https://patentimages.storage.googleapis.com/fe/07/5a/e13dbb6fcfbd9f/2022541805000002.png
JP-2023526230-A,Systems and methods for supplying encrypted digital assets for blockchain-protected retail products ,,,14/05/2020,14/05/2021,21/06/2023,,https://patents.google.com/patent/JP2023526230A/en,https://patentimages.storage.googleapis.com/d2/8e/9a/7a6811d2dd3dd8/2023526230000002.png
JP-2023524266-A,cryptocurrency payment system ,,,06/05/2020,30/04/2021,09/06/2023,,https://patents.google.com/patent/JP2023524266A/en,https://patentimages.storage.googleapis.com/6e/3a/f8/bdf027ae0dc054/2023524266000002.png
JP-2023527523-A,Method and apparatus for blockchain-based transaction tracking ,,,19/05/2020,27/04/2021,29/06/2023,,https://patents.google.com/patent/JP2023527523A/en,https://patentimages.storage.googleapis.com/4b/ad/b2/d4e1d63a3c11ea/2023527523000002.png
JP-2023527713-A,Filtering blockchain transactions ,,,28/05/2020,23/04/2021,30/06/2023,,https://patents.google.com/patent/JP2023527713A/en,https://patentimages.storage.googleapis.com/d3/ab/8b/5849e60c9fd2b9/2023527713000012.png
JP-2023520527-A,System and method for automated know-your-transaction checks in digital asset transactions ,,,30/03/2020,30/03/2021,17/05/2023,,https://patents.google.com/patent/JP2023520527A/en,https://patentimages.storage.googleapis.com/6f/5f/f2/83f7e76116b7aa/2023520527000002.png
JP-2023521707-A,Method and system for use of EMV cards in multi-signature wallets for cryptocurrency transactions ,,,06/04/2020,09/03/2021,25/05/2023,,https://patents.google.com/patent/JP2023521707A/en,https://patentimages.storage.googleapis.com/ac/05/ca/ec00a2dcc71a5d/2023521707000002.png
JP-2023517033-A,How to generate a hash-based message authentication code ,,,04/03/2020,04/02/2021,21/04/2023,,https://patents.google.com/patent/JP2023517033A/en,https://patentimages.storage.googleapis.com/e4/76/36/7754c3826d767e/2023517033000024.png
JP-2023524618-A,smart contract ,,,19/02/2020,19/01/2021,13/06/2023,,https://patents.google.com/patent/JP2023524618A/en,https://patentimages.storage.googleapis.com/aa/05/1a/f6be6ee4ea11f7/2023524618000011.png
JP-2015228213-A,Method and apparatus for handling digital assets in assets-based workflow ,,,13/05/2014,13/05/2015,17/12/2015,,https://patents.google.com/patent/JP2015228213A/en,
JP-2023522503-A,TEE-Based Mining Pool for POW Cryptocurrency ,,,23/04/2020,25/09/2020,31/05/2023,,https://patents.google.com/patent/JP2023522503A/en,https://patentimages.storage.googleapis.com/39/88/2a/ad31b579c2bc8d/2023522503000002.png
JP-2022549777-A,Partition of requests to blockchain transactions ,,,23/09/2019,18/09/2020,29/11/2022,,https://patents.google.com/patent/JP2022549777A/en,https://patentimages.storage.googleapis.com/2a/b8/6d/bede58007dd00c/2022549777000022.png
JP-2022548629-A,Methods and Systems for Consistent Ledger Distribution Across Multiple Blockchains ,,,20/09/2019,14/08/2020,21/11/2022,,https://patents.google.com/patent/JP2022548629A/en,https://patentimages.storage.googleapis.com/0f/ed/d2/26401b6cc8b2c9/2022548629000002.png
JP-6535394-B1,Digital asset trading method ,,,15/02/2018,15/02/2018,26/06/2019,26/06/2019,https://patents.google.com/patent/JP6535394B1/en,https://patentimages.storage.googleapis.com/11/2c/ca/7f0a3420dff46d/0006535394-2.png
JP-2019139665-A,Digital asset transaction method ,,,15/02/2018,15/02/2018,22/08/2019,,https://patents.google.com/patent/JP2019139665A/en,https://patentimages.storage.googleapis.com/b0/bf/dd/efaa90a482ae81/2019139665-3.png
JP-2019215810-A,Merchandise sales system ,,,14/06/2018,14/06/2018,19/12/2019,,https://patents.google.com/patent/JP2019215810A/en,https://patentimages.storage.googleapis.com/db/bc/27/fa6d7778a9036e/2019215810-3.png
JP-2021530010-A,Systems and methods to verify transactions embedded in electronic blockchain ,,,22/06/2018,22/06/2018,04/11/2021,,https://patents.google.com/patent/JP2021530010A/en,https://patentimages.storage.googleapis.com/3e/3a/b2/2082944c1547f8/2021530010-4.png
JP-WO2020008658-A1,Currency information processing apparatus and currency information processing system ,,,03/07/2018,13/09/2018,09/07/2020,,https://patents.google.com/patent/JPWO2020008658A1/en,
JP-2021505002-A,Computer implementation system and method for enhanced Bitcoin wallet ,,,30/11/2017,26/11/2018,15/02/2021,,https://patents.google.com/patent/JP2021505002A/en,https://patentimages.storage.googleapis.com/2a/ad/a8/fa5a60d2fea326/2021505002-3.png
JP-2019109894-A,"Cryptocurrency processing system, method and computer program ",,,18/12/2017,18/12/2018,04/07/2019,,https://patents.google.com/patent/JP2019109894A/en,https://patentimages.storage.googleapis.com/5e/be/fa/abb0410e2cb742/2019109894-3.png
JP-2020177372-A,System for transferring digital assets between block chains ,,,16/04/2019,16/04/2019,29/10/2020,,https://patents.google.com/patent/JP2020177372A/en,
JP-2021530163-A,Computer-implemented systems and methods for off-chain exchange of transactions related to distributed ledgers ,,,04/07/2018,03/07/2019,04/11/2021,,https://patents.google.com/patent/JP2021530163A/en,https://patentimages.storage.googleapis.com/68/cf/dc/821b49a5bd3014/2021530163-3.png
JP-2022516160-A,Smart contract-based paper review system ,,,31/12/2018,05/09/2019,24/02/2022,,https://patents.google.com/patent/JP2022516160A/en,https://patentimages.storage.googleapis.com/4a/28/e1/9b9a0e92359bdf/2022516160000003.png
JP-2022504224-A,"Computer-implemented systems and methods, including public key cryptography verification ",,,17/10/2018,09/10/2019,13/01/2022,,https://patents.google.com/patent/JP2022504224A/en,https://patentimages.storage.googleapis.com/ab/d8/13/ab786ab40bbaa8/2022504224000031.png
JP-2022509590-A,Blockchain type contract terminal and method using location information ,,,13/11/2018,16/10/2019,21/01/2022,,https://patents.google.com/patent/JP2022509590A/en,https://patentimages.storage.googleapis.com/87/9e/75/840e8d1eb79533/2022509590000002.png
JP-2022504825-A,Manufacturing process monitoring ,,,31/10/2018,23/10/2019,13/01/2022,,https://patents.google.com/patent/JP2022504825A/en,https://patentimages.storage.googleapis.com/86/ad/fb/abf9b53c1cb081/2022504825000032.png
JP-2022511678-A,Blockchain protected by backward chained elements ,,,21/11/2018,21/11/2019,01/02/2022,,https://patents.google.com/patent/JP2022511678A/en,https://patentimages.storage.googleapis.com/d0/c5/3d/609b9313a8840c/2022511678000007.png
JP-2022514768-A,Profit and Loss Calculation for Cryptocurrency Transactions ,,,20/12/2018,19/12/2019,15/02/2022,,https://patents.google.com/patent/JP2022514768A/en,https://patentimages.storage.googleapis.com/f0/22/26/b5590ab27ffebe/2022514768000002.png
JP-WO2021029090-A1,"Program, challenge support system, challenge support method, terminal ",,,09/08/2019,21/01/2020,13/09/2021,,https://patents.google.com/patent/JPWO2021029090A1/en,https://patentimages.storage.googleapis.com/34/38/4c/3534a044c0add5/2021029090-3.png
JP-2022545422-A,"Method, apparatus, apparatus, and medium for parallel execution of smart contracts ",,,19/08/2019,19/08/2020,27/10/2022,,https://patents.google.com/patent/JP2022545422A/en,https://patentimages.storage.googleapis.com/f0/21/d3/d92bfcd7bcf0b9/2022545422000002.png
JP-2022515421-A,Blockchain-based merger acquisition service provision system and its operation method ,,,24/12/2018,04/04/2019,18/02/2022,,https://patents.google.com/patent/JP2022515421A/en,https://patentimages.storage.googleapis.com/31/0a/ac/647d7cd4a3da79/2022515421000002.png
JP-2021518715-A,Computer-implemented methods and systems for arithmetic coding of serialized arithmetic circuits ,,,27/03/2018,15/03/2019,02/08/2021,,https://patents.google.com/patent/JP2021518715A/en,https://patentimages.storage.googleapis.com/0a/24/c0/5320a601e52b65/2021518715-19.png
JP-2022531497-A,Transfer of digital asset ownership over a one-way connection ,,,07/05/2019,06/05/2020,06/07/2022,,https://patents.google.com/patent/JP2022531497A/en,https://patentimages.storage.googleapis.com/25/17/3b/5fb70c30e7d689/2022531497000002.png
JP-2022554202-A,"INTERACTIVE AGGREGATE SIGNATURE METHOD, EQUIPMENT AND STORAGE MEDIUM ",,,22/06/2020,07/09/2020,28/12/2022,,https://patents.google.com/patent/JP2022554202A/en,https://patentimages.storage.googleapis.com/d9/9a/e7/58ae91145f1c58/2022554202000002.png
JP-WO2020141584-A1,Processing system and program ,,,06/01/2019,04/12/2019,11/11/2021,,https://patents.google.com/patent/JPWO2020141584A1/en,https://patentimages.storage.googleapis.com/52/7b/6b/8940be300ade6a/2020141584-3.png
JP-6218979-B1,Financial transaction method and system using blockchain ,,,24/02/2017,24/02/2017,25/10/2017,25/10/2017,https://patents.google.com/patent/JP6218979B1/en,https://patentimages.storage.googleapis.com/1a/13/d0/db66880d44cb91/0006218979-2.png
JP-2022169712-A,Computer-implemented system and method for determining state of machine-executable contract implemented using blockchain ,,,31/01/2017,25/08/2022,09/11/2022,,https://patents.google.com/patent/JP2022169712A/en,https://patentimages.storage.googleapis.com/bf/3b/65/224ef4b4a57827/2022169712000003.png
JP-2020512614-A,Blockchain-based crowdsourcing of map applications ,,,29/12/2018,29/12/2018,23/04/2020,,https://patents.google.com/patent/JP2020512614A/en,https://patentimages.storage.googleapis.com/29/db/20/08b2bd7bbbe37e/2020512614-3.png
JP-2021504813-A,"Blockchain network transaction processing methods, devices, equipment and storage media ",,,17/05/2018,18/01/2019,15/02/2021,,https://patents.google.com/patent/JP2021504813A/en,
JP-2020526069-A,Controlled cryptographic private key release ,,,26/06/2017,22/06/2018,27/08/2020,,https://patents.google.com/patent/JP2020526069A/en,
JP-WO2020204004-A1,Highly reliable data trading system and highly reliable data trading method ,,,29/03/2019,30/03/2020,30/04/2021,,https://patents.google.com/patent/JPWO2020204004A1/en,https://patentimages.storage.googleapis.com/01/a9/44/5155ff95670428/2020204004-3.png
JP-6912840-B1,"Information processing method, diagnostic support device and computer program ",,,25/08/2020,25/08/2020,04/08/2021,04/08/2021,https://patents.google.com/patent/JP6912840B1/en,https://patentimages.storage.googleapis.com/9a/4e/c6/6cf3e8cc91d641/0006912840-2.png
JP-2022070868-A,"Proving method of existence of digital document, system therefor, and tagchain blockchain system ",,,20/06/2017,28/01/2022,13/05/2022,,https://patents.google.com/patent/JP2022070868A/en,https://patentimages.storage.googleapis.com/71/0a/27/385e74947ad92c/2022070868000003.png
JP-6683332-B1,Valuables management system ,,,26/08/2019,26/08/2019,15/04/2020,15/04/2020,https://patents.google.com/patent/JP6683332B1/en,https://patentimages.storage.googleapis.com/5f/95/af/89ff3efa2ce467/0006683332-2.png
JP-2020511803-A,System and method for blockchain-based data management ,,,28/02/2019,28/02/2019,16/04/2020,,https://patents.google.com/patent/JP2020511803A/en,https://patentimages.storage.googleapis.com/e5/ea/db/8a9ce1515d211b/2020511803-3.png
JP-2022500738-A,Decentralized platform for arithmetic and credible confirmation ,,,19/09/2018,29/08/2019,04/01/2022,,https://patents.google.com/patent/JP2022500738A/en,https://patentimages.storage.googleapis.com/ae/06/54/01ba367effe0d9/2022500738-12.png
JP-2021512383-A,Outer space digital logistics system ,,,20/12/2017,20/12/2017,13/05/2021,,https://patents.google.com/patent/JP2021512383A/en,https://patentimages.storage.googleapis.com/93/47/82/a2ff69e6f9cae9/2021512383-3.png
JP-2022532125-A,Virtual reality world identity verification management system ,,,07/05/2019,11/11/2019,13/07/2022,,https://patents.google.com/patent/JP2022532125A/en,https://patentimages.storage.googleapis.com/b9/b6/95/0aa65e630be95b/2022532125000002.png
JP-2022534023-A,Computer-implemented system and method ,,,21/05/2019,21/05/2020,27/07/2022,,https://patents.google.com/patent/JP2022534023A/en,https://patentimages.storage.googleapis.com/19/ae/45/14aa83b0a4af05/2022534023000002.png
JP-2022533686-A,"Vertebral localization method, device, device and medium for CT images ",,,22/09/2020,30/10/2020,25/07/2022,,https://patents.google.com/patent/JP2022533686A/en,https://patentimages.storage.googleapis.com/ac/84/9a/d4cf959b9e222a/2022533686000008.png
JP-2023500411-A,Multi-layer ledger for multi-party secure data management ,,,12/11/2019,02/11/2020,05/01/2023,,https://patents.google.com/patent/JP2023500411A/en,https://patentimages.storage.googleapis.com/99/76/32/e80b30c3f83a18/2023500411000002.png
JP-2023509889-A,"Blockchain-based data detection method and device, computer device and program ",,,21/05/2020,21/04/2021,10/03/2023,,https://patents.google.com/patent/JP2023509889A/en,https://patentimages.storage.googleapis.com/e3/6a/fd/2bee848abbf7c8/2023509889000002.png
JP-2020524925-A,System and method for multi-round token distribution using blockchain network ,,,20/06/2017,19/06/2018,20/08/2020,,https://patents.google.com/patent/JP2020524925A/en,https://patentimages.storage.googleapis.com/9e/dc/7a/ecd73f162b2bbf/2020524925-10.png
JP-2020524926-A,System and method for multi-round token distribution using blockchain network ,,,20/06/2017,19/06/2018,20/08/2020,,https://patents.google.com/patent/JP2020524926A/en,https://patentimages.storage.googleapis.com/9f/d9/bd/6805293658788d/2020524926-10.png
JP-2020526062-A,System and method for hierarchical token distribution in a blockchain network ,,,28/06/2017,22/06/2018,27/08/2020,,https://patents.google.com/patent/JP2020526062A/en,https://patentimages.storage.googleapis.com/98/28/ff/b4a524073d6dc5/2020526062-8.png
JP-2020519959-A,System and method for terminating view modification protocol ,,,18/03/2019,18/03/2019,02/07/2020,,https://patents.google.com/patent/JP2020519959A/en,
JP-6582277-B1,Block chain history storage system and block chain history storage method ,,,14/09/2018,14/09/2018,02/10/2019,02/10/2019,https://patents.google.com/patent/JP6582277B1/en,https://patentimages.storage.googleapis.com/2b/95/51/832dfd2e3601e3/0006582277-2.png
JP-2020523677-A,Method and system for mining blockchain transactions provided by validator nodes ,,,15/06/2017,11/06/2018,06/08/2020,,https://patents.google.com/patent/JP2020523677A/en,https://patentimages.storage.googleapis.com/20/71/3b/7c15a86ff58cd7/2020523677-7.png
JP-2019533229-A,Tracing objects across different parties ,,,09/09/2016,09/09/2016,14/11/2019,,https://patents.google.com/patent/JP2019533229A/en,https://patentimages.storage.googleapis.com/c3/ad/23/8dee2b60d096d4/2019533229-4.png
JP-2022505774-A,Cryptographic operations using the Internet of Things device pool ,,,24/10/2018,22/10/2019,14/01/2022,,https://patents.google.com/patent/JP2022505774A/en,https://patentimages.storage.googleapis.com/19/fd/ec/09344171b28a1d/2022505774000002.png
JP-2021535680-A,"Blockchain system data management methods, equipment, computer programs, and electronics ",,,07/12/2018,26/11/2019,16/12/2021,,https://patents.google.com/patent/JP2021535680A/en,https://patentimages.storage.googleapis.com/bc/12/70/687a9158686376/2021535680-3.png
JP-2023503120-A,Method and apparatus for dynamically increasing consensus nodes in blockchain ,,,03/12/2019,15/05/2020,26/01/2023,,https://patents.google.com/patent/JP2023503120A/en,https://patentimages.storage.googleapis.com/69/9e/09/2c2c6910e01f23/2023503120000002.png
JP-2021136694-A,"Data sharing method and apparatus based on block chain network, device and medium ",,,26/02/2020,26/02/2021,13/09/2021,,https://patents.google.com/patent/JP2021136694A/en,https://patentimages.storage.googleapis.com/f8/1c/20/6ea52ef206d68e/2021136694-3.png
JP-2023036765-A,System and method of multi-round token distribution using blockchain network ,,,20/06/2017,20/12/2022,14/03/2023,,https://patents.google.com/patent/JP2023036765A/en,https://patentimages.storage.googleapis.com/e2/0a/82/c88ae0bbac3531/2023036765000009.png
JP-2023040203-A,System and method of multi-round token distribution using blockchain network ,,,20/06/2017,11/01/2023,22/03/2023,,https://patents.google.com/patent/JP2023040203A/en,https://patentimages.storage.googleapis.com/d0/07/c1/756ce01ed17642/2023040203000009.png
JP-2021524100-A,"Task scheduling methods, devices, programs and equipment based on graph data ",,,16/05/2018,28/03/2019,09/09/2021,,https://patents.google.com/patent/JP2021524100A/en,https://patentimages.storage.googleapis.com/8a/61/81/4abadf83afc2c3/2021524100-76.png
JP-2021525016-A,Auto-commit transaction management in blockchain network ,,,23/05/2018,13/05/2019,16/09/2021,,https://patents.google.com/patent/JP2021525016A/en,https://patentimages.storage.googleapis.com/80/ef/0b/63a90c617f266d/2021525016-3.png
JP-2021526430-A,"Virtual pet display method and device, as well as terminals and programs ",,,30/08/2018,23/08/2019,07/10/2021,,https://patents.google.com/patent/JP2021526430A/en,https://patentimages.storage.googleapis.com/e2/27/f8/0d7bfa2ba93dc1/2021526430-3.png
JP-2022500800-A,"Information processing methods, devices and computer programs based on blockchain ",,,19/04/2019,03/04/2020,04/01/2022,,https://patents.google.com/patent/JP2022500800A/en,https://patentimages.storage.googleapis.com/b1/a7/3a/cb4bd41270371b/2022500800-9.png
JP-2020503585-A,Traversing the smart contract database through a logical map ,,,07/11/2018,07/11/2018,30/01/2020,,https://patents.google.com/patent/JP2020503585A/en,
JP-2020531983-A,Blockchain-based One ID service system and method ,,,23/08/2017,20/08/2018,05/11/2020,,https://patents.google.com/patent/JP2020531983A/en,https://patentimages.storage.googleapis.com/82/30/2c/6f644b912508e6/2020531983-3.png
JP-2018106386-A,Program and information processor and information processing method ,,,26/12/2016,26/12/2016,05/07/2018,,https://patents.google.com/patent/JP2018106386A/en,https://patentimages.storage.googleapis.com/ba/34/54/129103ee1ca938/2018106386-3.png
JP-WO2018186391-A1,Inspection system and inspection method ,,,03/04/2017,03/04/2018,11/04/2019,,https://patents.google.com/patent/JPWO2018186391A1/en,https://patentimages.storage.googleapis.com/a1/c0/de/83dcb30e7de202/2018186391-3.png
JP-2023110089-A,"A method of distributing as many digital content usage right certificates as issuance, a method of searching and providing a usage right certificate of a user account, and a content management server ",,,10/04/2019,12/06/2023,08/08/2023,,https://patents.google.com/patent/JP2023110089A/en,https://patentimages.storage.googleapis.com/70/18/3a/06719a340bdcfd/2023110089000002.png
JP-2022002130-A,"Artwork trading method, computer, and program ",,,08/11/2019,30/09/2021,06/01/2022,,https://patents.google.com/patent/JP2022002130A/en,https://patentimages.storage.googleapis.com/89/36/f0/5539d1e990ae57/2022002130-3.png
JP-2022097754-A,Information processing device ,,,12/11/2019,16/05/2022,30/06/2022,,https://patents.google.com/patent/JP2022097754A/en,https://patentimages.storage.googleapis.com/b9/94/32/ec79ff09e54ed6/2022097754000002.png
JP-2022534196-A,Using blockchain transactions to bring off-chain functionality ,,,24/05/2019,22/04/2020,28/07/2022,,https://patents.google.com/patent/JP2022534196A/en,https://patentimages.storage.googleapis.com/7f/9d/ea/e4da3354ea05f9/2022534196000018.png
JP-2022533777-A,proof of work ,,,24/05/2019,22/04/2020,25/07/2022,,https://patents.google.com/patent/JP2022533777A/en,https://patentimages.storage.googleapis.com/db/cb/02/36ae38084ba027/2022533777000014.png
JP-2022550408-A,"Method, device, terminal equipment and storage medium for acquiring inventory data ",,,12/10/2019,15/05/2020,01/12/2022,,https://patents.google.com/patent/JP2022550408A/en,https://patentimages.storage.googleapis.com/1d/65/b2/dc925b1659c6d1/2022550408000002.png
JP-2021526676-A,"Selection method of representative node equipment and its equipment, computer equipment and computer programs ",,,07/09/2018,02/09/2019,07/10/2021,,https://patents.google.com/patent/JP2021526676A/en,https://patentimages.storage.googleapis.com/c6/86/c0/c59f9cefbd4c23/2021526676-3.png
JP-2022551874-A,Method and Apparatus for Secure Symbiosis Mining ,,,09/10/2019,08/10/2020,14/12/2022,,https://patents.google.com/patent/JP2022551874A/en,https://patentimages.storage.googleapis.com/d2/77/83/ac3a46e69983f2/2022551874000006.png
JP-2021114280-A,Blockchain-based multi-node authentication method and device for implementing such method ,,,17/01/2020,19/11/2020,05/08/2021,,https://patents.google.com/patent/JP2021114280A/en,https://patentimages.storage.googleapis.com/63/3c/1e/3fcc983b610274/2021114280-3.png
JP-2023508210-A,"Data processing method, device, device and computer program based on blockchain ",,,27/05/2020,22/04/2021,01/03/2023,,https://patents.google.com/patent/JP2023508210A/en,https://patentimages.storage.googleapis.com/f8/11/96/0aff655affb36a/2023508210000002.png
JP-2022020602-A,Electronic contract evidence preservation system based on smart contract system ,,,20/07/2020,19/07/2021,01/02/2022,,https://patents.google.com/patent/JP2022020602A/en,https://patentimages.storage.googleapis.com/62/9c/bc/7b07530be6763e/2022020602000003.png
JP-2023039383-A,"Trading system, trading method, and program ",,,27/10/2021,27/10/2021,20/03/2023,,https://patents.google.com/patent/JP2023039383A/en,https://patentimages.storage.googleapis.com/7f/0c/7a/e33e446f8bc307/2023039383000002.png
JP-2023089153-A,"How to protect or unlock resources in blockchain, system or storage medium ",,,08/09/2017,13/04/2023,27/06/2023,,https://patents.google.com/patent/JP2023089153A/en,https://patentimages.storage.googleapis.com/4d/78/67/f5cb287bceb4f3/2023089153000011.png
JP-2020522767-A,Method and device for establishing communication between nodes of a blockchain system ,,,01/02/2019,01/02/2019,30/07/2020,,https://patents.google.com/patent/JP2020522767A/en,https://patentimages.storage.googleapis.com/5d/c7/ba/05671d11d10e5a/2020522767-3.png
JP-2014507740-A,Intelligent distribution and acquisition of digital assets ,,,09/03/2011,08/03/2012,27/03/2014,,https://patents.google.com/patent/JP2014507740A/en,
JP-2020170296-A,"Block chain system, approval terminal, user terminal, personal history management method and personal history management program ",,,02/04/2019,02/04/2019,15/10/2020,,https://patents.google.com/patent/JP2020170296A/en,https://patentimages.storage.googleapis.com/c0/a6/c2/2d175c8033df15/2020170296-3.png
JP-6830719-B1,Highly reliable data trading system and highly reliable data trading method ,,,29/03/2019,30/03/2020,17/02/2021,17/02/2021,https://patents.google.com/patent/JP6830719B1/en,https://patentimages.storage.googleapis.com/ed/14/e2/57cdea1ca96495/0006830719-2.png
JP-2021528028-A,Systems and methods of secure access to assets or information using the blockchain ,,,13/06/2018,13/06/2019,14/10/2021,,https://patents.google.com/patent/JP2021528028A/en,https://patentimages.storage.googleapis.com/91/75/e6/2bc7a1f64515a0/2021528028-8.png
JP-2022525765-A,Improved computer system security with biometric authentication gateways for user service access with split and distributed secret encryption keys ,,,14/03/2019,24/06/2019,19/05/2022,,https://patents.google.com/patent/JP2022525765A/en,https://patentimages.storage.googleapis.com/c5/11/df/0d667ebd855f48/2022525765000003.png
JP-WO2020100855-A1,"Data structure of right holder terminal, user terminal, new right holder terminal, right holder program, user program, new right holder program, content use system and root object data ",,,13/11/2018,12/11/2019,27/09/2021,,https://patents.google.com/patent/JPWO2020100855A1/en,https://patentimages.storage.googleapis.com/fd/66/be/953ace380805ce/2020100855-3.png
JP-2022548501-A,Data acquisition method and device for analyzing cryptocurrency transactions ,,,05/09/2019,30/01/2020,21/11/2022,,https://patents.google.com/patent/JP2022548501A/en,https://patentimages.storage.googleapis.com/9a/4b/df/7f8a43e36e70d6/2022548501000002.png
JP-2022534047-A,Inscript functions in blockchain transactions ,,,24/05/2019,22/04/2020,27/07/2022,,https://patents.google.com/patent/JP2022534047A/en,https://patentimages.storage.googleapis.com/33/c5/71/27ea95aaffa02c/2022534047000011.png
JP-2022533751-A,proof of knowledge ,,,24/05/2019,22/04/2020,25/07/2022,,https://patents.google.com/patent/JP2022533751A/en,https://patentimages.storage.googleapis.com/f2/e4/3a/d89d1cb7baf803/2022533751000058.png
JP-2022550401-A,"Data upload method, system, device and electronic device ",,,30/10/2019,15/05/2020,01/12/2022,,https://patents.google.com/patent/JP2022550401A/en,https://patentimages.storage.googleapis.com/0f/ba/62/7768986a1c4f71/2022550401000002.png
JP-2023511231-A,Systems and methods for securing and sharing data using distributed ledger technology ,,,21/01/2020,21/01/2021,16/03/2023,,https://patents.google.com/patent/JP2023511231A/en,https://patentimages.storage.googleapis.com/62/77/c4/7bf30aeb700919/2023511231000002.png
JP-2020520499-A,"Method for managing snapshot in blockchain, computer program, snapshot node, auditor node and system ",,,03/05/2017,06/12/2017,09/07/2020,,https://patents.google.com/patent/JP2020520499A/en,https://patentimages.storage.googleapis.com/16/1e/ea/3cdd720b14a634/2020520499-3.png
JP-2022514784-A,Methods and systems for preparing and performing object authentication ,,,20/12/2018,17/12/2019,15/02/2022,,https://patents.google.com/patent/JP2022514784A/en,https://patentimages.storage.googleapis.com/40/0f/4c/382b091ab9c36a/2022514784000002.png
JP-2022500742-A,"Block processing method, blockchain node, block processing system and computer program ",,,26/04/2019,23/04/2020,04/01/2022,,https://patents.google.com/patent/JP2022500742A/en,https://patentimages.storage.googleapis.com/b1/72/ad/582bece8bcaa91/2022500742-5.png
JP-2019165718-A,Machine and system for producing liquid or semi-liquid food product ,,,13/03/2018,22/02/2019,03/10/2019,,https://patents.google.com/patent/JP2019165718A/en,
JP-2022549581-A,"Computing system, method, non-transitory computer-readable medium and computer program product for determining the sequential order of blocks in a DAG-structured blockchain ",,,25/09/2019,10/09/2020,28/11/2022,,https://patents.google.com/patent/JP2022549581A/en,https://patentimages.storage.googleapis.com/e7/a2/99/d91e00cf5e824b/2022549581000002.png
JP-2023039374-A,"Trading system, trading method, and program ",,,08/09/2021,08/09/2021,20/03/2023,,https://patents.google.com/patent/JP2023039374A/en,https://patentimages.storage.googleapis.com/fd/b9/d6/413889a6ce9334/2023039374000002.png
JP-2020511702-A,System and method for blockchain-based authentication ,,,28/02/2019,28/02/2019,16/04/2020,,https://patents.google.com/patent/JP2020511702A/en,
JP-2021516902-A,Methods and systems for controlling access and integrity of resources on the blockchain ,,,09/03/2018,05/03/2019,08/07/2021,,https://patents.google.com/patent/JP2021516902A/en,https://patentimages.storage.googleapis.com/dc/ed/a0/7e3a25bcf0d73a/2021516902-35.png
JP-2021529378-A,"Distributed Coordination Engine-based Trading Methods, Devices, and Systems to Implement Blockchain Distributed Ledger ",,,03/07/2018,04/06/2019,28/10/2021,,https://patents.google.com/patent/JP2021529378A/en,https://patentimages.storage.googleapis.com/a3/22/e2/6a5caabac33082/2021529378-3.png
JP-2020505663-A,System and method for replay attack detection ,,,29/12/2018,29/12/2018,20/02/2020,,https://patents.google.com/patent/JP2020505663A/en,https://patentimages.storage.googleapis.com/e6/88/6e/0545462a5de233/2020505663-3.png
