id,title,assignee,inventor,priority_date,filing_date,publication_date,grant_date,result_link,representative_figure_link
CN-115526743-A,Patent technology conversion system based on block chain network ,,,25/06/2021,25/06/2021,27/12/2022,,https://patents.google.com/patent/CN115526743A/en,https://patentimages.storage.googleapis.com/f9/17/f5/d0ec8b022a305a/HDA0003134164240000011.png
CN-113256281-A,Block chain-based reward digital asset transaction method and system ,,,25/06/2021,25/06/2021,13/08/2021,,https://patents.google.com/patent/CN113256281A/en,https://patentimages.storage.googleapis.com/c9/14/b2/d079b32ce7bd76/210617101944.png
CN-113421388-A,Digital asset exchange system based on block chain ,,,22/06/2021,22/06/2021,21/09/2021,,https://patents.google.com/patent/CN113421388A/en,https://patentimages.storage.googleapis.com/7e/8e/6e/97e9a059706de0/HDA0003127695580000011.png
CN-113438293-A,"Service system, method, device and storage medium based on block chain ",,,22/06/2021,22/06/2021,24/09/2021,,https://patents.google.com/patent/CN113438293A/en,https://patentimages.storage.googleapis.com/41/0c/0a/5b3021a027f00a/HDA0003127117990000011.png
CN-113469809-A,Digital asset cross-chain transaction method and system ,,,18/06/2021,18/06/2021,01/10/2021,,https://patents.google.com/patent/CN113469809A/en,https://patentimages.storage.googleapis.com/3d/9b/57/621c6b41675f5b/HDA0003121654490000011.png
CN-115482004-A,Electronic device and method for block chain system based on ad hoc network ,,,16/06/2021,16/06/2021,16/12/2022,,https://patents.google.com/patent/CN115482004A/en,https://patentimages.storage.googleapis.com/34/0b/12/cd890cb70557fd/HDA0003116612300000011.png
CN-115481992-A,Digital asset generation method and system based on block chain technology ,,,15/06/2021,15/06/2021,16/12/2022,,https://patents.google.com/patent/CN115481992A/en,https://patentimages.storage.googleapis.com/e4/71/31/3e4f5939c9b7b2/HDA0003115470580000011.png
CN-115481994-A,Asset digital circulation method and system ,,,15/06/2021,15/06/2021,16/12/2022,,https://patents.google.com/patent/CN115481994A/en,https://patentimages.storage.googleapis.com/fd/f8/ea/1cc1b230a61ef7/HDA0003115968640000011.png
CN-115481425-A,Method and system for merging multiple digital assets ,,,15/06/2021,15/06/2021,16/12/2022,,https://patents.google.com/patent/CN115481425A/en,https://patentimages.storage.googleapis.com/ec/96/6e/691bbed10f8710/HDA0003115967610000011.png
CN-115481996-A,Virtual digital asset transaction method and system based on block chain technology ,,,15/06/2021,15/06/2021,16/12/2022,,https://patents.google.com/patent/CN115481996A/en,https://patentimages.storage.googleapis.com/0b/d2/36/205c0dff314082/HDA0003115967940000011.png
CN-113253995-A,"Method, device, equipment and storage medium for developing block chain system ",,,11/06/2021,11/06/2021,13/08/2021,,https://patents.google.com/patent/CN113253995A/en,https://patentimages.storage.googleapis.com/06/08/7c/844fa4cf4f4259/210601145026.png
CN-113298524-A,Block chain data sharing system and method based on quality detection ,,,11/06/2021,11/06/2021,24/08/2021,,https://patents.google.com/patent/CN113298524A/en,https://patentimages.storage.googleapis.com/e1/ac/b6/039cfee41a0814/HDA0003113034270000011.png
CN-116508290-A,Computer-implemented system and method ,,,10/06/2020,08/06/2021,28/07/2023,,https://patents.google.com/patent/CN116508290A/en,
CN-113420084-A,Block chain system ,,,07/06/2021,07/06/2021,21/09/2021,,https://patents.google.com/patent/CN113420084A/en,https://patentimages.storage.googleapis.com/e3/5a/da/bb90acbb38d337/HDA0003103185030000011.png
CN-113436011-A,"Intelligent contract processing method, device, equipment and computer readable storage medium ",,,04/06/2021,04/06/2021,24/09/2021,,https://patents.google.com/patent/CN113436011A/en,https://patentimages.storage.googleapis.com/ad/ac/96/d6a3da0c8f4c46/HDA0003100482920000011.png
CN-113259236-A,Transaction forwarding method between block chain networks ,,,02/06/2021,02/06/2021,13/08/2021,,https://patents.google.com/patent/CN113259236A/en,https://patentimages.storage.googleapis.com/2a/5f/bc/0871640226a67e/210528174648.png
CN-113259237-A,Transaction forwarding method between block chain networks ,,,02/06/2021,02/06/2021,13/08/2021,,https://patents.google.com/patent/CN113259237A/en,https://patentimages.storage.googleapis.com/fb/25/bc/d7c963ab454a0e/210527162132.png
CN-113259117-A,Method for synchronizing node information lists ,,,02/06/2021,02/06/2021,13/08/2021,,https://patents.google.com/patent/CN113259117A/en,https://patentimages.storage.googleapis.com/57/59/8f/fdde7d9f39246a/210526140414.png
CN-113259120-A,Method for synchronizing node information lists ,,,02/06/2021,02/06/2021,13/08/2021,,https://patents.google.com/patent/CN113259120A/en,https://patentimages.storage.googleapis.com/f8/9c/7a/6697a74d96f7ef/210526143216.png
CN-113055190-A,Access control method for client ,,,02/06/2021,02/06/2021,29/06/2021,,https://patents.google.com/patent/CN113055190A/en,https://patentimages.storage.googleapis.com/f4/39/73/d6c782112018c8/210526181325.png
CN-115408430-A,Block chain supervision method and system ,,,28/05/2021,28/05/2021,29/11/2022,,https://patents.google.com/patent/CN115408430A/en,https://patentimages.storage.googleapis.com/d8/7d/ee/8ff34aa7d6743f/HDA0003089049720000011.png
CN-115409618-A,Information processing system and information processing method ,,,27/05/2021,27/05/2021,29/11/2022,,https://patents.google.com/patent/CN115409618A/en,https://patentimages.storage.googleapis.com/5f/68/32/34920687e76f73/HDA0003087511990000011.png
CN-113362063-A,Asset digitalization method based on block chain and transaction platform thereof ,,,25/05/2021,25/05/2021,07/09/2021,,https://patents.google.com/patent/CN113362063A/en,https://patentimages.storage.googleapis.com/26/ef/7e/fbfafca2a31579/HDA0003082892300000011.png
CN-116134467-A,Method and system for merchants to accept encrypted currency via payment tracks ,,,24/06/2020,24/05/2021,16/05/2023,,https://patents.google.com/patent/CN116134467A/en,https://patentimages.storage.googleapis.com/78/a4/28/1ada9606b7656f/HDA0004113738770000011.png
CN-113315826-A,"Block chain management method and device, management service node and storage medium ",,,24/05/2021,24/05/2021,27/08/2021,,https://patents.google.com/patent/CN113315826A/en,https://patentimages.storage.googleapis.com/93/dd/ad/bbb9a0eaf994d5/HDA0003081472970000011.png
CN-115996139-A,Digital asset transaction method and system for protecting privacy based on blockchain ,,,21/05/2021,21/05/2021,21/04/2023,,https://patents.google.com/patent/CN115996139A/en,https://patentimages.storage.googleapis.com/4c/5e/e4/a43ee1c2b60010/HDA0003929141570000011.png
CN-113268345-A,"Transaction method, device and storage medium based on blockchain system ",,,07/04/2021,21/05/2021,17/08/2021,,https://patents.google.com/patent/CN113268345A/en,https://patentimages.storage.googleapis.com/48/ab/7a/06794020890b60/HDA0003078246880000011.png
CN-113158689-A,Product detection report management method based on block chain technology ,,,14/05/2021,14/05/2021,23/07/2021,,https://patents.google.com/patent/CN113158689A/en,https://patentimages.storage.googleapis.com/4c/72/5f/113b867500764f/HDA0003067367990000011.png
CN-113139214-A,Product certificate management method based on block chain technology ,,,14/05/2021,14/05/2021,20/07/2021,,https://patents.google.com/patent/CN113139214A/en,https://patentimages.storage.googleapis.com/7e/9f/ea/ec7ca2609d0fa0/HDA0003067366960000011.png
CN-115699676-A,Custom transaction scripts ,,,12/06/2020,12/05/2021,03/02/2023,,https://patents.google.com/patent/CN115699676A/en,https://patentimages.storage.googleapis.com/db/b1/52/fc368d284df71f/HDA0003991174240000011.png
CN-113129176-A,Digital asset application method corresponding to intellectual property ,,,30/04/2021,30/04/2021,16/07/2021,,https://patents.google.com/patent/CN113129176A/en,https://patentimages.storage.googleapis.com/3c/ae/9c/1415dd9bc7985b/HDA0003050011180000011.png
CN-113095913-A,Block chain-based shopping method ,,,29/04/2021,29/04/2021,09/07/2021,,https://patents.google.com/patent/CN113095913A/en,https://patentimages.storage.googleapis.com/c5/a0/e8/fddcadac96f24e/HDA0003046965010000011.png
CN-113095918-A,Block chain-based shopping method ,,,29/04/2021,29/04/2021,09/07/2021,,https://patents.google.com/patent/CN113095918A/en,https://patentimages.storage.googleapis.com/49/3d/48/fd28ac4ce5fd27/HDA0003047619500000011.png
CN-113159899-A,Block chain-based shopping method ,,,29/04/2021,29/04/2021,23/07/2021,,https://patents.google.com/patent/CN113159899A/en,https://patentimages.storage.googleapis.com/3f/58/b6/cc85919b762353/HDA0003046969120000011.png
CN-113095915-A,Auction method based on block chain ,,,29/04/2021,29/04/2021,09/07/2021,,https://patents.google.com/patent/CN113095915A/en,https://patentimages.storage.googleapis.com/bd/a8/a0/76728056fe69d6/HDA0003047588750000011.png
CN-113095917-A,Auction method based on block chain ,,,29/04/2021,29/04/2021,09/07/2021,,https://patents.google.com/patent/CN113095917A/en,https://patentimages.storage.googleapis.com/32/23/14/73bf2c263d5b92/HDA0003047609970000011.png
CN-113222597-A,"Method, device and equipment for transferring assets on chain ",,,29/04/2021,29/04/2021,06/08/2021,,https://patents.google.com/patent/CN113222597A/en,https://patentimages.storage.googleapis.com/8e/ef/9b/b47e7c9ba75dc2/HDA0003047375810000011.png
CN-116018605-A,Method and system for non-legal currency transaction in card infrastructure ,,,03/06/2020,28/04/2021,25/04/2023,,https://patents.google.com/patent/CN116018605A/en,https://patentimages.storage.googleapis.com/38/c2/ec/2ee94cbded5125/HDA0003977543870000011.png
CN-115249150-A,"Currency price forecasting method, system, medium and terminal based on block chain intelligent contract ",,,26/04/2021,26/04/2021,28/10/2022,,https://patents.google.com/patent/CN115249150A/en,https://patentimages.storage.googleapis.com/9a/26/27/41690d2593bb1f/HDA0003040386860000011.png
CN-115239322-A,Payment method ,,,25/04/2021,25/04/2021,25/10/2022,,https://patents.google.com/patent/CN115239322A/en,https://patentimages.storage.googleapis.com/0f/e2/d0/3c7228eaf2d47c/HDA0003037686670000011.png
CN-113190285-A,Block chain-based virtual environment security detection method and device and storage medium ,,,23/04/2021,23/04/2021,30/07/2021,,https://patents.google.com/patent/CN113190285A/en,https://patentimages.storage.googleapis.com/d2/5a/e2/b1b2a5df1da189/HDA0003035941460000011.png
CN-113191750-A,Block chain network secure transaction system and method ,,,15/04/2021,15/04/2021,30/07/2021,,https://patents.google.com/patent/CN113191750A/en,https://patentimages.storage.googleapis.com/d4/ee/91/e08e613ff5e735/2104151550201.png
CN-115362461-A,Electronic device for transmitting cryptocurrency to a blockchain account and method for operating the electronic device ,,,14/04/2020,14/04/2021,18/11/2022,,https://patents.google.com/patent/CN115362461A/en,https://patentimages.storage.googleapis.com/95/e2/7e/78c1ebbe2d8015/HDA0003871676310000011.png
CN-115187226-A,Digital asset transfer and receiving and paying method and device ,,,07/04/2021,07/04/2021,14/10/2022,,https://patents.google.com/patent/CN115187226A/en,https://patentimages.storage.googleapis.com/a2/2e/71/dfb93c04d60880/HDA0003010133500000011.png
CN-113065147-A,Data isolation transmission method of data homonymous channel based on block chain ,,,06/04/2021,06/04/2021,02/07/2021,,https://patents.google.com/patent/CN113065147A/en,https://patentimages.storage.googleapis.com/5c/6d/95/f0e9185c310a59/210406113515.png
CN-115964442-A,Account state access method in block chain and block chain link point ,,,30/12/2022,30/12/2022,14/04/2023,,https://patents.google.com/patent/CN115964442A/en,https://patentimages.storage.googleapis.com/86/a1/42/ac4882e832a673/HDA0004032320980000011.png
CN-113114744-A,Block chain system supporting cross-chain transaction under data lake architecture ,,,30/03/2021,30/03/2021,13/07/2021,,https://patents.google.com/patent/CN113114744A/en,https://patentimages.storage.googleapis.com/d6/af/f2/0603d8d2ab8429/HDA0002999872870000011.png
CN-113114488-A,Platform support mode for managing existing block chain network ,,,29/03/2021,29/03/2021,13/07/2021,,https://patents.google.com/patent/CN113114488A/en,https://patentimages.storage.googleapis.com/b6/90/7e/a2bae915514bea/HDA0002997848210000011.png
CN-112967049-A,Method and device for issuing receivable accounts through block chain ,,,22/03/2021,22/03/2021,15/06/2021,,https://patents.google.com/patent/CN112967049A/en,https://patentimages.storage.googleapis.com/a8/1a/32/a3d8b3e3e12f7a/HDA0002987027230000011.png
CN-115298679-A,Method and system for representing scalar digital assets using hash chains ,,,20/03/2020,17/03/2021,04/11/2022,,https://patents.google.com/patent/CN115298679A/en,https://patentimages.storage.googleapis.com/5a/1a/0f/e85c5903efd874/HDA0003854057490000011.png
CN-112988891-A,"Method and device for storing block chain account book, electronic equipment and storage medium ",,,11/03/2021,11/03/2021,18/06/2021,,https://patents.google.com/patent/CN112988891A/en,https://patentimages.storage.googleapis.com/57/b1/a4/6e0bb11bfe0a6f/HDA0002971745880000011.png
CN-112927079-A,Block chain-based digital asset management of power industry ,,,05/03/2021,05/03/2021,08/06/2021,,https://patents.google.com/patent/CN112927079A/en,https://patentimages.storage.googleapis.com/5f/f0/3c/f03083cd81ad06/HDA0002963502860000011.png
CN-113112356-A,Block chain universal service system based on national network security architecture ,,,05/03/2021,05/03/2021,13/07/2021,,https://patents.google.com/patent/CN113112356A/en,https://patentimages.storage.googleapis.com/6f/d8/f3/80a33b3d2e80df/HDA0002962739340000011.png
CN-112598524-A,Processing method and device for conditional block chain transaction and electronic equipment ,,,26/02/2021,26/02/2021,02/04/2021,,https://patents.google.com/patent/CN112598524A/en,https://patentimages.storage.googleapis.com/7b/1b/b2/865484ad81461c/210226154501.png
CN-115461775-A,Loan management method and system based on block chain ,,,04/05/2020,22/02/2021,09/12/2022,,https://patents.google.com/patent/CN115461775A/en,https://patentimages.storage.googleapis.com/29/5a/47/ae907ab9a5f2e5/HDA0003915200560000011.png
CN-115485687-A,Method and system for determining deadlock resolution based on block chain ,,,04/05/2020,22/02/2021,16/12/2022,,https://patents.google.com/patent/CN115485687A/en,https://patentimages.storage.googleapis.com/74/d0/b8/97e3278e7a2a8b/HDA0003906520160000011.png
CN-115136177-A,"Control method, control device, and program ",,,21/02/2020,17/02/2021,30/09/2022,,https://patents.google.com/patent/CN115136177A/en,https://patentimages.storage.googleapis.com/61/81/a0/9e8caf1851ff5c/HDA0003797237330000011.png
CN-115136169-A,Platform for multiple services associated with blockchains ,,,19/02/2020,15/02/2021,30/09/2022,,https://patents.google.com/patent/CN115136169A/en,https://patentimages.storage.googleapis.com/cc/1f/f7/9c9af10567b045/HDA0003805294740000011.png
CN-115176248-A,Event stream of a series of events associated with a blockchain ,,,19/02/2020,15/02/2021,11/10/2022,,https://patents.google.com/patent/CN115176248A/en,https://patentimages.storage.googleapis.com/de/4a/87/c885056a75075d/HDA0003805296950000011.png
CN-115280347-A,Computing services for a platform of services associated with a blockchain ,,,19/02/2020,15/02/2021,01/11/2022,,https://patents.google.com/patent/CN115280347A/en,https://patentimages.storage.googleapis.com/4f/6f/bb/1443f4fe9c467a/HDA0003807002730000011.png
CN-115280346-A,Block chain transaction double cost proof ,,,13/03/2020,12/02/2021,01/11/2022,,https://patents.google.com/patent/CN115280346A/en,https://patentimages.storage.googleapis.com/ff/fb/ef/447728fc341975/HDA0003841359630000011.png
CN-114930792-A,Method for tracking and managing power supply equipment through system based on block chain ,,,04/03/2020,10/02/2021,19/08/2022,,https://patents.google.com/patent/CN114930792A/en,https://patentimages.storage.googleapis.com/11/d9/d5/c080d06707b1b8/HDA0003707547520000011.png
CN-113225368-A,"Block chain transaction method and device, electronic equipment and storage medium ",,,07/02/2021,07/02/2021,06/08/2021,,https://patents.google.com/patent/CN113225368A/en,https://patentimages.storage.googleapis.com/57/9d/51/7165f478f5657e/HDA0002937837600000011.png
CN-114154189-A,Two-section type Hash chain link certificate storing method for data or file ,,,29/01/2021,29/01/2021,08/03/2022,,https://patents.google.com/patent/CN114154189A/en,https://patentimages.storage.googleapis.com/6a/6f/07/b528d7ccb94f63/210128171209.png
CN-112448855-A,Method and system for updating block chain system parameters ,,,28/01/2021,28/01/2021,05/03/2021,,https://patents.google.com/patent/CN112448855A/en,https://patentimages.storage.googleapis.com/08/26/bb/620ac5de1f0ea7/210112112812.png
CN-112925832-A,Method for sorting release information in block chain system ,,,28/01/2021,28/01/2021,08/06/2021,,https://patents.google.com/patent/CN112925832A/en,
CN-112784766-A,Intelligent medical health condition management system and method based on block chain ,,,27/01/2021,27/01/2021,11/05/2021,,https://patents.google.com/patent/CN112784766A/en,https://patentimages.storage.googleapis.com/2f/77/64/f4486d7d1007ce/HDA0002918303110000011.png
CN-112800446-A,Safe decentralized application hosting method ,,,26/01/2021,26/01/2021,14/05/2021,,https://patents.google.com/patent/CN112800446A/en,
CN-114818003-A,"Data processing method, device and medium ",,,22/01/2021,22/01/2021,29/07/2022,,https://patents.google.com/patent/CN114818003A/en,https://patentimages.storage.googleapis.com/65/cd/96/ffdfa11ca272d1/HDA0002912383690000011.png
CN-114764709-A,"Information processing apparatus, information processing method, and computer program ",,,14/01/2021,14/01/2021,19/07/2022,,https://patents.google.com/patent/CN114764709A/en,https://patentimages.storage.googleapis.com/89/65/6c/f2e45e7200d87e/HDA0002898389340000011.png
CN-112686641-A,Voucher vault system based on block chain ,,,22/12/2020,07/01/2021,20/04/2021,,https://patents.google.com/patent/CN112686641A/en,https://patentimages.storage.googleapis.com/85/cc/eb/0555e32dcf9a2e/HDA0002887992580000011.png
CN-116094742-A,Voucher safe deposit system based on block chain ,,,22/12/2020,07/01/2021,09/05/2023,,https://patents.google.com/patent/CN116094742A/en,https://patentimages.storage.googleapis.com/55/ce/c4/e2781f5ce4f7f6/HDA0003831435530000011.png
CN-112766958-A,Digital asset processing method and device ,,,31/12/2020,31/12/2020,07/05/2021,,https://patents.google.com/patent/CN112766958A/en,https://patentimages.storage.googleapis.com/fb/4a/c2/2b494f0a678bbe/HDA0002875602370000011.png
CN-112769793-A,"Block chain design method, storage medium and electronic equipment ",,,30/12/2020,30/12/2020,07/05/2021,,https://patents.google.com/patent/CN112769793A/en,https://patentimages.storage.googleapis.com/06/3c/d7/ec68f1417fa4b7/HDA0002875832300000011.png
CN-112686656-A,Information protection method based on big data and block chain payment and big data server ,,,30/12/2020,30/12/2020,20/04/2021,,https://patents.google.com/patent/CN112686656A/en,https://patentimages.storage.googleapis.com/a8/21/e2/a4fae508a38285/HDA0002872542930000011.png
CN-112650715-A,"Method, device and related product for storing data in block chain system ",,,30/12/2020,30/12/2020,13/04/2021,,https://patents.google.com/patent/CN112650715A/en,https://patentimages.storage.googleapis.com/bc/81/2c/3de5dd84e5bc52/HDA0002873462570000011.png
CN-112953888-A,Block chain anonymous user auditing method and system applied to block chain client ,,,29/12/2020,29/12/2020,11/06/2021,,https://patents.google.com/patent/CN112953888A/en,https://patentimages.storage.googleapis.com/3e/58/46/9041049f2a496a/HDA0002870302430000011.png
CN-112738106-A,Block chain anonymous user auditing system ,,,29/12/2020,29/12/2020,30/04/2021,,https://patents.google.com/patent/CN112738106A/en,https://patentimages.storage.googleapis.com/9b/8f/ec/7813a4054d83f9/HDA0002870303630000011.png
CN-112581011-A,"Lease management method, lease management device, terminal equipment and storage medium ",,,25/12/2020,25/12/2020,30/03/2021,,https://patents.google.com/patent/CN112581011A/en,https://patentimages.storage.googleapis.com/30/92/06/21dfd70c7cae41/HDA0002861544710000011.png
CN-114666327-A,Block packing method and device based on block chain transaction and electronic equipment ,,,23/12/2020,23/12/2020,24/06/2022,,https://patents.google.com/patent/CN114666327A/en,https://patentimages.storage.googleapis.com/0b/0d/d6/79688b0d6df032/HDA0002854880480000011.png
CN-112269423-A,Method for locking global clock in blockchain system and blockchain system ,,,21/12/2020,21/12/2020,26/01/2021,,https://patents.google.com/patent/CN112269423A/en,https://patentimages.storage.googleapis.com/7d/a6/75/587b767df561cb/201216134559.png
CN-112581129-A,"Block chain transaction data management method and device, computer equipment and storage medium ",,,18/12/2020,18/12/2020,30/03/2021,,https://patents.google.com/patent/CN112581129A/en,https://patentimages.storage.googleapis.com/39/c9/bd/c62111fdd81a3f/HDA0002844946240000011.png
CN-112686652-A,"Block chain-based digital asset transaction method, device, equipment and storage medium ",,,14/12/2020,14/12/2020,20/04/2021,,https://patents.google.com/patent/CN112686652A/en,https://patentimages.storage.googleapis.com/ae/e0/77/7d707e9ac2322b/HDA0002833135270000011.png
CN-112465640-A,Block chain asset cross-system transfer method and device ,,,09/12/2020,09/12/2020,09/03/2021,,https://patents.google.com/patent/CN112465640A/en,https://patentimages.storage.googleapis.com/16/6a/ea/46f4454f270687/HDA0002826061600000011.png
CN-115053241-A,Disposable Tong card ,,,08/01/2020,07/12/2020,13/09/2022,,https://patents.google.com/patent/CN115053241A/en,https://patentimages.storage.googleapis.com/92/6f/6a/0993c88d5edc7b/HDA0003734637940000011.png
CN-112600898-A,Electronic archive storage method based on block chain technology ,,,07/12/2020,07/12/2020,02/04/2021,,https://patents.google.com/patent/CN112600898A/en,https://patentimages.storage.googleapis.com/90/68/c4/eb9f62d9baefec/HDA0002820141320000011.png
CN-112416731-A,Stability monitoring method and device applied to block chain system ,,,02/12/2020,02/12/2020,26/02/2021,,https://patents.google.com/patent/CN112416731A/en,https://patentimages.storage.googleapis.com/a7/e5/a7/57cee10e0df279/HDA0002812609480000011.png
CN-112258188-A,"Processing method, device, equipment and system for block chain transaction ",,,02/12/2020,02/12/2020,22/01/2021,,https://patents.google.com/patent/CN112258188A/en,https://patentimages.storage.googleapis.com/39/95/f9/99b9fbc98e31d1/201127181902.png
CN-112235418-A,Cross-block-chain stable access authentication system and method ,,,30/11/2020,30/11/2020,15/01/2021,,https://patents.google.com/patent/CN112235418A/en,https://patentimages.storage.googleapis.com/58/04/78/5ac69906805199/201130092608.png
CN-114761989-A,"Information processing method, program, information processing device, and information processing terminal ",,,11/12/2019,27/11/2020,15/07/2022,,https://patents.google.com/patent/CN114761989A/en,https://patentimages.storage.googleapis.com/8e/02/f5/271e76f6640a01/HDA0003675658510000011.png
CN-115380303-A,Trusted platform based on block chain ,,,25/11/2020,25/11/2020,22/11/2022,,https://patents.google.com/patent/CN115380303A/en,https://patentimages.storage.googleapis.com/94/c3/ad/c998ba58e5b7b3/HDA0003161260590000011.png
CN-112967055-A,Method and device for issuing receivable certificate through block chain ,,,25/11/2020,25/11/2020,15/06/2021,,https://patents.google.com/patent/CN112967055A/en,https://patentimages.storage.googleapis.com/5a/48/df/017b1404e34fe2/HDA0002987333820000011.png
CN-112150157-A,Method and device for issuing receivable certificate through block chain ,,,25/11/2020,25/11/2020,29/12/2020,,https://patents.google.com/patent/CN112150157A/en,https://patentimages.storage.googleapis.com/b6/b9/3b/054a81f0dc9be2/201120165723.png
CN-112600874-A,"Node joining method and device, electronic equipment and readable storage medium ",,,24/11/2020,24/11/2020,02/04/2021,,https://patents.google.com/patent/CN112600874A/en,https://patentimages.storage.googleapis.com/d9/f9/be/54dc8b6700a54c/HDA0002796049270000011.png
CN-112419059-A,High-efficiency digital asset transaction method based on account model ,,,19/11/2020,19/11/2020,26/02/2021,,https://patents.google.com/patent/CN112419059A/en,https://patentimages.storage.googleapis.com/8b/3c/98/2a07c51dc589e8/HDA0002787339780000011.png
CN-116324725-A,"Transaction control method, transaction control program, and information processing apparatus ",,,17/11/2020,17/11/2020,23/06/2023,,https://patents.google.com/patent/CN116324725A/en,https://patentimages.storage.googleapis.com/32/25/7b/d87aa5c2744a34/HDA0004181530280000011.png
CN-112559974-A,"Picture copyright protection method, equipment and medium based on block chain ",,,13/11/2020,13/11/2020,26/03/2021,,https://patents.google.com/patent/CN112559974A/en,https://patentimages.storage.googleapis.com/15/81/4b/7d2f27db9bd53d/HDA0002777809140000011.png
CN-114491655-A,Semantic feature generation and rapid comparison method for digital assets ,,,13/11/2020,13/11/2020,13/05/2022,,https://patents.google.com/patent/CN114491655A/en,https://patentimages.storage.googleapis.com/2f/bc/d5/53e020f62f2740/HDA0002777769080000011.png
CN-112070504-A,Content checking method and device for block chain transaction ,,,10/11/2020,10/11/2020,11/12/2020,,https://patents.google.com/patent/CN112070504A/en,https://patentimages.storage.googleapis.com/34/c2/92/b262e5f38eac51/201102135426.png
CN-112291358-A,Data association method and system of segmented block chain ,,,02/11/2020,02/11/2020,29/01/2021,,https://patents.google.com/patent/CN112291358A/en,https://patentimages.storage.googleapis.com/0e/7a/a0/7945785de81cd7/201020122123.png
CN-112017052-A,Method and apparatus for deploying and invoking contracts in blockchain ,,,28/10/2020,28/10/2020,01/12/2020,,https://patents.google.com/patent/CN112017052A/en,https://patentimages.storage.googleapis.com/53/af/04/1ca65cee9ccb91/201009185244.png
CN-113205424-A,Method and apparatus for deploying and invoking contracts in blockchain ,,,28/10/2020,28/10/2020,03/08/2021,,https://patents.google.com/patent/CN113205424A/en,https://patentimages.storage.googleapis.com/28/e3/a7/b8956681bf7576/HDA0003126409940000011.png
CN-112001801-A,Method and apparatus for resource transfer in a blockchain system ,,,28/10/2020,28/10/2020,27/11/2020,,https://patents.google.com/patent/CN112001801A/en,https://patentimages.storage.googleapis.com/d2/b1/9a/237538e764f485/201010143003.png
CN-112258183-A,"Cross-chain private transaction method, block chain network and electronic equipment ",,,28/10/2020,28/10/2020,22/01/2021,,https://patents.google.com/patent/CN112258183A/en,https://patentimages.storage.googleapis.com/bf/f6/82/29770f075b7e9f/HDA0002748679410000011.png
CN-114175011-A,Block chain system with efficient world state data structure ,,,27/10/2020,27/10/2020,11/03/2022,,https://patents.google.com/patent/CN114175011A/en,https://patentimages.storage.googleapis.com/76/42/dd/f1232a0ff3be77/HDA0003479975390000011.png
CN-114513526-A,Method and system for accessing data in cross-chain mode and first block chain ,,,26/10/2020,26/10/2020,17/05/2022,,https://patents.google.com/patent/CN114513526A/en,https://patentimages.storage.googleapis.com/c4/d2/90/8d20d8ca5da901/HDA0002743336110000011.png
CN-112232967-A,"Financing method, system and device based on block chain ",,,23/10/2020,23/10/2020,15/01/2021,,https://patents.google.com/patent/CN112232967A/en,https://patentimages.storage.googleapis.com/c7/f1/e2/a975c5d2d5e7ec/HDA0002739863490000011.png
CN-111967994-A,Intelligent contract creating method and device ,,,20/10/2020,20/10/2020,20/11/2020,,https://patents.google.com/patent/CN111967994A/en,https://patentimages.storage.googleapis.com/05/5f/a2/4bc44be4de2056/201010111005.png
CN-115456772-A,Intelligent contract creating method and device ,,,20/10/2020,20/10/2020,09/12/2022,,https://patents.google.com/patent/CN115456772A/en,https://patentimages.storage.googleapis.com/ce/b9/ea/d1b6fd3158e515/HDA0003688795580000011.png
CN-114430414-A,Block chain-based data asset exchange method and device and storage medium ,,,16/10/2020,16/10/2020,03/05/2022,,https://patents.google.com/patent/CN114430414A/en,https://patentimages.storage.googleapis.com/2c/3d/50/6f8a592e844807/HDA0002728701400000011.png
CN-116032924-A,"Cross-chain interaction method and device, electronic equipment and storage medium ",,,30/12/2022,30/12/2022,28/04/2023,,https://patents.google.com/patent/CN116032924A/en,https://patentimages.storage.googleapis.com/64/45/c5/b30f930d4a96e4/HDA0004032276310000011.png
CN-112384921-A,Method and device for protecting data security on block chain and electronic equipment ,,,12/10/2020,12/10/2020,19/02/2021,,https://patents.google.com/patent/CN112384921A/en,https://patentimages.storage.googleapis.com/05/32/d9/afcfe56ff35155/HDA0002735822760000011.png
CN-115398463-A,Managing a block chain based trusted transaction service ,,,09/10/2020,09/10/2020,25/11/2022,,https://patents.google.com/patent/CN115398463A/en,https://patentimages.storage.googleapis.com/57/a3/34/ec49935140f9bf/HDA0003412150900000011.png
CN-114008654-A,Managing a block chain based trusted transaction service ,,,09/10/2020,09/10/2020,01/02/2022,,https://patents.google.com/patent/CN114008654A/en,https://patentimages.storage.googleapis.com/de/de/33/62009d27296284/HDA0003412032650000011.png
CN-112134762-A,"Test method, device, terminal and storage medium for block chain network structure ",,,24/09/2020,24/09/2020,25/12/2020,,https://patents.google.com/patent/CN112134762A/en,https://patentimages.storage.googleapis.com/b2/f4/bf/f6d273ddb7fd80/HDA0002699573900000011.png
CN-114255030-A,Cross-blockchain transaction method and system for supporting cross-blockchain transaction ,,,22/09/2020,22/09/2020,29/03/2022,,https://patents.google.com/patent/CN114255030A/en,https://patentimages.storage.googleapis.com/af/1d/ed/f53ce8c6e95588/HDA0002695024330000011.png
CN-112261081-A,Block chain system applied to urban rail transit ,,,18/09/2020,18/09/2020,22/01/2021,,https://patents.google.com/patent/CN112261081A/en,https://patentimages.storage.googleapis.com/57/3d/82/87326f9726946f/HDA0002689309220000011.png
