id,priority_date,cite_number,assignee
US-11037246-B1,05/04/2017,43,State Farm Mutual Automobile Insurance Company
US-10832214-B1,05/04/2017,43,State Farm Mutual Automobile Insurance Company
US-2022114564-A1,23/02/2016,42,nChain Holdings Limited
US-2021266166-A1,17/06/2016,69,"Capital One Services, LLC."
US-2021182861-A1,21/05/2015,152,Mastercard International Incorporated
US-10701054-B2,31/01/2018,151,"Salesforce.Com, Inc."
US-11244391-B2,02/03/2018,24,"Ranier IP, LLC"
US-2022358491-A1,29/04/2016,37,nChain Holdings Limited
US-2021185041-A1,02/07/2019,61,"Advanced New Technologies Co., Ltd."
US-10911240-B2,23/07/2018,30,"Hitachi, Ltd."
US-2021152535-A1,31/01/2018,151,"Salesforce.Com, Inc."
US-2021152536-A1,31/01/2018,151,"Salesforce.Com, Inc."
US-10956542-B2,14/11/2016,23,Integrity Security Services Llc
US-2021132582-A1,02/05/2018,114,"Rockwell Automation Technologies, Inc."
US-2023205929-A1,29/05/2018,35,Oracle International Corporation
US-10178069-B2,31/03/2017,37,Peking University Shenzhen Graduate School
US-2021273816-A1,30/01/2017,42,"Factom, Inc."
US-2023162181-A1,25/10/2016,35,Nchain Licensing Ag
US-2022123918-A9,05/04/2017,43,State Farm Mutual Automobile Insurance Company
US-2021234670-A1,05/04/2017,43,State Farm Mutual Automobile Insurance Company
US-2021090076-A1,23/02/2016,172,nChain Holdings Limited
US-10649953-B2,31/05/2018,25,Alibaba Group Holding Limited
US-2022207119-A1,07/12/2018,36,"Nike, Inc."
US-2021090189-A1,18/08/2016,55,First American Financial Corporation
US-10819503-B2,03/07/2018,30,International Business Machines Corporation
US-2022092586-A1,07/04/2015,37,Dmg Blockchain Solutions Inc.
US-2021073211-A1,23/09/2013,53,"David D. Wright, SR."
US-11004044-B2,10/05/2017,32,"Coinplug, Inc."
US-11102001-B2,06/02/2017,47,"Hitachi, Ltd."
US-2021110388-A1,29/12/2017,165,Ebay Inc.
US-2021042758-A1,15/09/2016,96,"American Express Travel Related Services Company, Inc."
US-11107075-B2,10/05/2018,25,"Advanced New Technologies Co., Ltd."
US-10795977-B2,24/08/2017,70,Oracle International Corporation
US-10102526-B1,31/03/2017,147,"Vijay K. Madisetti, Arshdeep Bahga"
US-2021264516-A1,10/05/2017,55,Responsible Gold Operations Ltd.
US-10803022-B2,08/09/2017,28,"ULedger, Inc."
US-2021073815-A1,29/03/2017,44,"Advanced New Technologies Co., Ltd."
US-2020401678-A1,24/08/2017,70,Oracle International Corporation
US-2020401578-A1,29/09/2017,195,Oracle International Corporation
US-2021051025-A1,02/07/2019,45,"Advanced New Technologies Co., Ltd."
US-11397929-B2,12/01/2018,24,Bank Of America Corporation
US-2022321359-A1,02/06/2017,34,Visa International Service Association
US-11551212-B2,10/01/2018,26,"Rajeev Malhotra, Mohd Sufyan"
US-2020387967-A1,06/05/2018,138,"Strong Force TX Portfolio 2018, LLC"
US-11631077-B2,17/01/2017,96,HashLynx Inc.
US-2021142324-A1,28/03/2017,40,"Advanced New Technologies Co., Ltd."
US-10652239-B2,30/12/2016,70,Slock.It Gmbh
US-10901957-B2,29/08/2018,28,International Business Machines Corporation
US-10937253-B2,11/06/2018,30,International Business Machines Corporation
US-2021263914-A1,27/06/2018,37,"Advanced New Technologies Co., Ltd."
US-2022261791-A1,01/08/2017,34,Digital Asset (Switzerland) GmbH
US-10565644-B2,02/03/2018,24,"Ranieri Ip, Llc"
US-10135609-B2,09/02/2017,62,International Business Machines Corporation
US-2021176044-A1,12/06/2017,38,Tencent Technology (Shenzhen) Company Limited
US-11315110-B2,27/12/2017,49,International Business Machines Corporation
US-10762178-B2,14/11/2016,23,Integrity Security Services Llc
US-10824759-B1,25/01/2017,39,State Farm Mutual Automobile Insurance Company
US-10824747-B1,25/01/2017,39,State Farm Mutual Automobile Insurance Company
US-11270276-B1,25/01/2017,39,State Farm Mutual Automobile Insurance Company
US-2020334214-A1,31/05/2017,84,Alibaba Group Holding Limited
US-10158479-B2,06/02/2017,76,Northern Trust Corporation
US-2020333765-A1,02/05/2018,114,"Rockwell Automation Technologies, Inc."
US-2020336475-A1,31/01/2018,151,"Salesforce.Com, Inc."
US-2020336298-A1,17/02/2017,94,Alibaba Group Holding Limited
US-11023604-B1,23/11/2015,23,United Services Automobile Association (Usaa)
US-11070360-B2,13/08/2018,28,International Business Machines Corporation
US-9990504-B1,18/12/2017,52,Northern Trust Corporation
US-10521505-B2,28/07/2017,51,International Business Machines Corporation
US-10277398-B2,17/06/2016,69,"Capital One Services, Llc"
US-2021182423-A1,31/01/2019,39,"Salesforce.Com, Inc."
US-10877930-B2,27/07/2018,24,"Advanced New Technologies Co., Ltd."
US-2021158347-A1,31/10/2018,37,"Advanced New Technologies Co., Ltd."
US-2021203482-A1,07/12/2018,36,Tencent Technology (Shenzhen) Company Limited
US-2020320514-A1,06/08/2018,48,"Factom, Inc."
US-2023171098-A1,19/06/2017,32,Nchain Licensing Ag
US-11481518-B2,22/12/2016,47,Itext Group Nv
US-2023017740-A1,07/04/2020,37,"Jiangsu Hoperun Zhirong Technology Co., Ltd."
US-2021243039-A1,26/06/2018,35,"Advanced New Technologies Co., Ltd."
US-2020258159-A1,26/09/2016,195,Shapeshift Ag
US-2020287987-A1,28/03/2017,50,Alibaba Group Holding Limited
US-2020273048-A1,07/12/2018,52,"Nike, Inc."
US-2020257774-A1,28/04/2017,73,Accenture Global Solutions Limited
US-2020304315-A1,02/07/2019,46,Alibaba Group Holding Limited
US-2020257738-A1,20/04/2015,55,"Ogy Docs, Inc."
US-2020252203-A1,11/09/2015,58,"Aware, Inc."
US-2020302444-A1,29/03/2017,44,Alibaba Group Holding Limited
US-2020314095-A1,30/12/2016,70,Slock.It Gmbh
US-2020242249-A1,30/11/2017,70,Mocana Corporation
US-10642967-B2,28/11/2017,63,"American Express Travel Related Services Company, Inc."
US-2020242221-A1,02/07/2019,61,Alibaba Group Holding Limited
US-11244316-B2,07/06/2018,29,International Business Machines Corporation
US-2020226242-A1,28/11/2017,62,"American Express Travel Related Services Company, Inc."
US-11509455-B2,09/06/2017,29,Nchain Licensing Ag
US-2022191021-A1,29/07/2016,32,nChain Holdings Limited
US-11144540-B2,14/02/2018,23,"Advanced New Technologies Co., Ltd."
US-2021126785-A1,02/07/2019,36,"Advanced New Technologies Co., Ltd."
US-11294888-B2,26/10/2017,69,"Ping An Technology (Shenzhen) Co., Ltd."
US-2020213132-A1,02/07/2015,449,"Nasdaq, Inc."
US-11695545-B2,20/06/2018,22,Verizon Patent And Licensing Inc.
US-10797860-B1,23/07/2017,40,"Turing Technology, Inc."
US-10972463-B2,06/06/2018,26,"Cisco Technology, Inc."
US-2020202429-A1,06/05/2018,138,"Strong Force TX Portfolio 2018, LLC"
US-2021326934-A1,01/06/2018,33,Concord Technologies Inc.
US-2020273099-A1,06/05/2018,138,"Strong Force TX Portfolio 2018, LLC"
US-2020294129-A1,06/05/2018,138,"Strong Force TX Portfolio 2018, LLC"
US-2020273101-A1,06/05/2018,138,"Strong Force TX Portfolio 2018, LLC"
US-10992549-B2,24/05/2017,23,International Business Machines Corporation
US-2020228321-A1,01/02/2017,47,Equifax Inc.
US-11037095-B2,11/09/2017,61,Accenture Global Solutions Limited
US-10872077-B2,23/09/2013,53,"David D. Wright, SR."
US-2020294128-A1,06/05/2018,52,"Strong Force TX Portfolio 2018, LLC"
US-2020184108-A1,17/11/2016,75,International Business Machines Corporation
US-2021160245-A1,28/12/2018,34,"Advanced New Technologies Co., Ltd."
US-11699166-B2,09/10/2017,26,"American Express Travel Related Services Company, Inc."
US-11249982-B2,19/01/2018,25,Acronis International Gmbh
US-2020169546-A1,31/01/2018,151,"Salesforce.Com, Inc."
US-2020401729-A1,16/05/2018,37,Ebay Inc.
US-2020184095-A1,28/01/2016,93,"Nasdaq, Inc."
US-2020213088-A1,03/04/2018,45,Alibaba Group Holding Limited
US-2020169462-A1,28/10/2016,80,International Business Machines Corporation
US-2020167344-A1,25/05/2017,66,Alibaba Group Holding Limited
US-2021056081-A1,29/05/2018,35,Oracle International Corporation
US-2020160336-A1,24/03/2017,117,Alibaba Group Holding Limited
US-2020349148-A1,27/06/2018,37,Alibaba Group Holding Limited
US-10833861-B2,28/11/2017,41,International Business Machines Corporation
US-2020153609-A1,29/09/2017,79,Alibaba Group Holding Limited
US-2020202310-A1,29/03/2017,44,Alibaba Group Holding Limited
US-2020294165-A1,21/05/2018,38,Alibaba Group Holding Limited
US-2021334906-A1,30/03/2018,32,"Advanced New Technologies Co., Ltd."
US-2021176074-A1,16/11/2018,33,"Advanced New Technologies Co., Ltd."
US-2020145209-A1,02/07/2019,61,Alibaba Group Holding Limited
US-2020145487-A1,14/11/2016,63,International Business Machines Corporation
US-2020142891-A1,01/08/2017,55,International Business Machines Corporation
US-2020184557-A1,23/11/2017,44,Alibaba Group Holding Limited
US-2021075589-A1,02/07/2019,34,"Advanced New Technologies Co., Ltd."
US-2021042749-A1,01/03/2019,34,"Advanced New Technologies Co., Ltd."
US-11475157-B2,08/12/2017,22,Nec Corporation
US-2020127855-A1,26/07/2017,75,Alibaba Group Holding Limited
US-2020127853-A1,26/07/2017,64,Alibaba Group Holding Limited
US-10917230-B2,29/03/2019,23,"Advanced New Technologies Co., Ltd."
US-2020127857-A1,26/07/2017,55,Alibaba Group Holding Limited
US-2020119933-A1,04/02/2016,317,Nasdaq Technology Ab
US-2020153612-A1,17/02/2017,94,Alibaba Group Holding Limited
US-11651082-B2,11/07/2019,22,"Battelle Memorial Institute, The Board Of Trustees Of The University Of Arkansas"
US-2020142686-A1,27/07/2015,157,Accenture Global Solutions Limited
US-2020314102-A1,27/06/2017,36,Alibaba Group Holding Limited
US-10511452-B2,05/05/2017,36,International Business Machines Corporation
US-2020201719-A1,28/03/2017,40,Alibaba Group Holding Limited
US-11563557-B2,24/04/2018,29,International Business Machines Corporation
US-11010403-B2,24/04/2018,29,"Microsoft Technology Licensing, Llc"
US-2020145229-A1,02/07/2019,45,Alibaba Group Holding Limited
US-2020186338-A1,07/12/2018,108,"Nike, Inc."
US-11063744-B2,20/10/2017,67,Sap Se
US-10599819-B2,14/11/2016,23,Integrity Security Services Llc
US-2020084189-A1,07/02/2017,130,"Microsoft Technology Licensing, Llc"
US-2020084223-A1,27/05/2016,86,Sony Corporation
US-11133943-B2,17/03/2017,30,Bundesdruckerei Gmbh Kommandantenstrasse 18
US-2021334804-A1,11/07/2019,31,"Advanced New Technologies Co., Ltd."
US-2021150524-A1,30/11/2018,32,"Advanced New Technologies Co., Ltd."
US-10826888-B2,13/10/2016,62,"Coinplug, Inc."
US-2022138735-A1,04/04/2018,30,Vijay Madisetti
US-2022138734-A1,04/04/2018,30,Vijay Madisetti
US-2020202352-A1,28/03/2017,40,Alibaba Group Holding Limited
US-2020295949-A1,26/06/2018,35,Alibaba Group Holding Limited
US-11108544-B2,02/07/2018,27,International Business Machines Corporation
US-2020052888-A1,24/11/2016,89,Alibaba Group Holding Limited
US-10482533-B2,02/03/2018,24,"Ranieri Ip, Llc"
US-10356066-B2,23/05/2016,234,"Accenture Global Solutions Limited, GSC Secrypt, LLC"
US-2020374105-A1,22/05/2019,49,"Salesforce.Com, Inc."
US-2020371995-A1,22/05/2019,48,"Salesforce.Com, Inc."
US-2020374106-A1,22/05/2019,48,"Salesforce.Com, Inc."
US-2020328878-A1,02/07/2019,34,Alibaba Group Holding Limited
US-2020242218-A1,08/09/2016,36,Refinitiv Us Organization Llc
US-2023163948-A1,09/06/2017,29,Nchain Licensing Ag
US-2020019545-A1,25/05/2017,66,Alibaba Group Holding Limited
US-10497037-B2,31/03/2014,133,Monticello Enterprises LLC
US-2022198447-A1,05/12/2019,35,Bacoor Dapps Inc.
US-10742393-B2,25/04/2017,83,"Microsoft Technology Licensing, Llc"
US-2020004732-A1,03/01/2017,55,International Business Machines Corporation
US-11436595-B2,11/10/2016,42,"Coinplug, Inc."
US-2020153899-A1,05/09/2019,37,Alibaba Group Holding Limited
US-2022006705-A1,26/04/2019,30,"Salesforce.Com, Inc."
US-2021119774-A1,03/04/2019,31,"Advanced New Technologies Co., Ltd."
US-2022173888-A1,21/02/2018,29,Thunder Token Inc.
US-10896195-B2,29/07/2018,26,International Business Machines Corporation
US-2021256513-A1,10/05/2018,30,"Advanced New Technologies Co., Ltd."
US-2020145431-A1,27/02/2018,37,Alibaba Group Holding Limited
US-11271754-B2,13/03/2020,21,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-2020120157-A1,05/09/2019,37,Alibaba Group Holding Limited
US-2020005255-A1,23/05/2017,46,Alibaba Group Holding Limited
US-10084607-B2,04/02/2016,317,Nasdaq Technology Ab
US-10678598-B2,07/12/2017,33,International Business Machines Corporation
US-11481761-B2,03/06/2018,23,VVOW Company Limited
US-2020044853-A1,06/06/2016,44,Refinitiv Us Organization Llc
US-2020250747-A1,31/01/2019,36,"Salesforce.Com, Inc."
US-2019347657-A1,12/06/2017,86,Tencent Technology (Shenzhen) Company Limited
US-2020125712-A1,14/07/2017,36,Alibaba Group Holding Limited
US-10305833-B1,23/07/2017,40,"Turing Technology, Inc."
US-11637709-B2,15/01/2019,21,0Chain Corp.
US-2019341134-A1,26/01/2012,154,Netspective Communications Llc
US-2022004538-A1,24/04/2018,29,Duvon Corporation
US-2022060484-A1,31/07/2019,29,"Advanced New Technologies Co., Ltd."
US-2020342092-A1,26/04/2019,38,Alibaba Group Holding Limited
US-2021150065-A1,16/11/2018,30,"Advanced New Technologies Co., Ltd."
US-2019342078-A1,17/02/2017,94,Alibaba Group Holding Limited
US-2020184041-A1,07/12/2018,37,"Nike, Inc."
US-11528145-B2,22/05/2017,27,Nchain Licensing Ag
US-11456875-B2,22/05/2017,27,Nchain Licensing Ag
US-11411740-B2,22/05/2017,27,Nchain Licensing Ag
US-11509482-B2,22/05/2017,27,Nchain Licensing Ag
US-2019332586-A1,31/05/2017,84,Alibaba Group Holding Limited
US-2019342422-A1,28/03/2017,50,Alibaba Group Holding Limited
US-2020294140-A1,08/06/2018,32,Alibaba Group Holding Limited
US-2019394048-A1,30/01/2017,42,"Factom, Inc."
US-2019349205-A1,14/12/2016,48,International Business Machines Corporation
US-11190342-B2,15/07/2019,21,"Advanced New Technologies Co., Ltd."
US-2020280444-A1,01/03/2019,42,"Capital One Services, Llc"
US-10469248-B2,17/10/2017,36,"Amrican Express Travel Related Services Company, Inc."
US-2020059369-A1,16/05/2017,44,"Peking University Shenzhen Graduate School, Foshan Saisichan Technology Co., Ltd., Shenzhen Saisipeng Technology Co., Ltd."
US-10721060-B1,29/06/2018,26,"Verisign, Inc."
US-11694196-B2,25/10/2016,35,Nchain Licensing Ag
US-11574303-B2,25/10/2016,35,Nchain Licensing Ag
US-2020279257-A1,01/03/2019,34,Alibaba Group Holding Limited
US-2020153606-A1,02/07/2019,36,Alibaba Group Holding Limited
US-2021050994-A1,02/08/2017,30,Visa International Service Association
US-2020344051-A1,08/11/2018,31,"Nxgen Partners Ip, Llc"
US-2019295038-A1,05/01/2017,81,International Business Machines Corporation
US-11063770-B1,13/03/2020,21,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-2020186364-A1,16/11/2018,33,Alibaba Group Holding Limited
US-2022174059-A1,22/05/2017,28,State Farm Mutual Automobile Insurance Company
US-2019289068-A1,07/06/2017,111,"Zhongan Information Technology Service Co., Ltd."
US-2020051074-A1,18/04/2017,36,"Coinplug, Inc."
US-2020344233-A1,29/04/2019,33,"Salesforce.Com, Inc."
US-10659217-B2,05/01/2018,30,Bank Of America Corporation
US-11588619-B2,15/10/2018,21,Adobe Inc.
US-10878522-B2,18/08/2016,55,First American Financial Corporation
US-2020111092-A1,02/05/2017,36,Luther Systems
US-10979227-B2,17/10/2018,23,Ping Identity Corporation
US-2019280855-A1,24/11/2016,89,Alibaba Group Holding Limited
US-2019279750-A1,24/05/2017,75,Alibaba Group Holding Limited
US-2019279206-A1,13/12/2018,72,Alibaba Group Holding Limited
US-11153092-B2,30/08/2016,43,Commonwealth Scientific And Industrial Research Organisation
US-2020136843-A1,17/10/2017,36,"American Express Travel Related Services Company, Inc."
US-2019380031-A1,08/06/2018,105,"Cisco Technology, Inc."
US-2020145197-A1,28/03/2019,33,Alibaba Group Holding Limited
US-2020374296-A1,31/08/2017,30,"Topia Technology, Inc."
US-2019347656-A1,10/05/2018,72,Alibaba Group Holding Limited
US-2020084615-A1,22/06/2018,34,International Business Machines Corporation
US-2019266312-A1,28/04/2017,73,Accenture Global Solutions Limited
US-2019324867-A1,28/03/2017,40,Alibaba Group Holding Limited
US-2019325405-A1,19/05/2014,41,OX Labs Inc.
US-2019325406-A1,19/05/2014,41,OX Labs Inc.
US-10963400-B2,11/10/2017,34,International Business Machines Corporation
US-2020160454-A1,30/03/2018,32,Alibaba Group Holding Limited
US-2020175605-A1,30/03/2018,32,Alibaba Group Holding Limited
US-2023092477-A1,22/05/2017,27,Nchain Licensing Ag
US-10565192-B2,01/08/2017,55,International Business Machines Corporation
US-2022398620-A1,09/10/2017,27,"American Express Travel Related Services Company, Inc."
US-10601598-B2,02/11/2017,32,"Keir Finlow-Bates, Jonathan Sean Callan"
US-10567320-B2,17/10/2017,33,"American Express Travel Related Services Company, Inc."
US-2021026740-A1,30/09/2018,29,Tencent Technology (Shenzhen) Company Ltd
US-2019260593-A1,12/01/2017,45,International Business Machines Corporation
US-11055279-B2,14/02/2018,23,"Advanced New Technologies Co., Ltd."
US-10951420-B2,29/08/2018,23,Accenture Global Solutions Limited
US-11281644-B2,28/07/2017,59,"Hitachi, Ltd."
US-2020004788-A1,27/06/2018,38,Alibaba Group Holding Limited
US-2020067907-A1,21/08/2018,108,HYPR Corp.
US-10452776-B2,28/07/2017,51,International Business Machines Corporation
US-2019305958-A1,03/04/2018,55,Alibaba Group Holding Limited
US-2022321323-A1,29/07/2016,27,Nchain Licensing Ag
US-10735202-B2,24/07/2017,55,International Business Machines Corporation
US-10635790-B2,08/09/2016,36,Refinitiv Us Organization Llc
US-11244313-B2,31/01/2019,23,"Salesforce.Com, Inc."
US-2020004737-A1,27/06/2018,37,Alibaba Group Holding Limited
US-2020250295-A1,31/01/2019,31,"Salesforce.Com, Inc."
US-2020167859-A1,26/07/2017,31,International Business Machines Corporation
US-11405395-B2,29/07/2016,53,Nchain Licensing Ag
US-2019305935-A1,03/04/2018,45,Alibaba Group Holding Limited
US-10742397-B2,26/04/2018,26,"Jonathan Sean Callan, Keir Finlow-Bates"
US-11328347-B2,28/06/2018,25,International Business Machines Corporation
US-2019199529-A1,17/06/2016,69,"Capital One Services, Llc"
US-10931440-B2,15/07/2019,21,"Advanced New Technologies Co., Ltd."
US-11573976-B2,20/09/2017,24,"Samsung Electronics Co., Ltd."
US-2020044827-A1,06/08/2018,48,"Factom, Inc."
US-2021383461-A1,07/12/2018,27,"Nike, Inc."
US-2021012336-A1,11/07/2019,33,"Advanced New Technologies Co., Ltd."
US-2021367790-A1,11/07/2019,27,"Advanced New Technologies Co., Ltd."
US-10984494-B2,19/09/2016,33,Refinitiv Us Organization Llc
US-10397328-B2,17/05/2017,58,Nec Corporation
US-2019278767-A1,23/08/2017,36,"Zhongan Information Technology Service Co., Ltd."
US-2023239140-A1,29/06/2018,26,"Verisign, Inc."
US-11356263-B2,13/06/2017,25,Nchain Licensing Ag
US-10764259-B2,07/02/2017,130,"Microsoft Technology Licensing, Llc"
US-10484346-B2,07/02/2017,130,"Microsoft Technology Licensing, Llc"
US-2023205573-A1,20/07/2018,26,Ezblock Ltd.
US-2019182048-A1,05/08/2017,45,Proclus Technologies Limited
US-11132676-B2,28/12/2018,22,"Advanced New Technologies Co., Ltd."
US-2020151716-A1,04/04/2018,31,Vijay Madisetti
US-2023230079-A1,10/01/2018,26,Rajeev Malhotra
US-2019164223-A1,10/05/2017,55,Responsible Gold Operations Ltd.
US-2021232547-A1,08/09/2017,28,"ULedger, Inc."
US-2020322129-A1,03/04/2019,31,Alibaba Group Holding Limited
US-2020084027-A1,06/09/2018,32,"Bank Of Montreal, Erste Group Bank Ag, Ubs Switzerland Ag, Commerzbank Ag, Caxiabank S.A."
US-2023018800-A1,30/04/2018,26,Robert Dale Beadles
US-2020007346-A1,28/06/2018,40,"Jonathan Sean Callan, Keir Finlow-Bates"
US-11055703-B2,19/06/2017,93,"Hitachi, Ltd."
US-11669832-B2,29/07/2016,38,Nchain Licensing Ag
US-2021160068-A1,14/12/2018,27,"Advanced New Technologies Co., Ltd."
US-10454683-B2,17/06/2016,69,"Capital One Services, Llc"
US-2019139043-A1,24/05/2016,162,Mastercard International Incorporated
US-2019303892-A1,30/03/2018,38,Exposition Park Holdings SEZC
US-10880071-B2,23/02/2018,25,"Samsung Electronics Co., Ltd."
US-2019281065-A1,28/12/2018,34,Alibaba Group Holding Limited
US-2019149336-A1,05/08/2017,45,Proclus Technologies Limited
