id,priority_date,cite_number
JP-2023103536-A,14/01/2022,
JP-2020201660-A,07/06/2019,
JP-2021530177-A,21/07/2018,
JP-2022035296-A,20/08/2020,
JP-2023513846-A,19/02/2020,
JP-2021018720-A,23/07/2019,
JP-2022548288-A,17/09/2019,
JP-2023513849-A,19/02/2020,
JP-2021184227-A,20/05/2020,
JP-2020184291-A,26/04/2019,
JP-2021184118-A,20/05/2020,
JP-2022509592-A,08/11/2018,
JP-2021093016-A,11/12/2019,
JP-2021129221-A,14/02/2020,
JP-2021140630-A,09/03/2020,
JP-2021149506-A,19/03/2020,
JP-7272549-B1,26/09/2022,
JP-7180943-B1,14/09/2022,
JP-3239726-U,11/09/2021,
JP-7241284-B1,31/03/2022,
JP-7204272-B1,09/08/2022,
JP-7201866-B1,29/07/2022,
JP-2022146734-A,22/03/2021,
JP-7228301-B1,15/06/2022,
JP-7300772-B1,28/04/2022,
JP-7187085-B1,03/03/2022,
JP-7195673-B1,23/02/2022,
JP-7236774-B1,23/02/2022,
JP-7090202-B1,24/11/2021,
JP-7175046-B1,09/11/2021,
JP-7253678-B1,21/10/2021,
JP-7108765-B1,10/08/2021,
JP-7081856-B1,17/06/2021,
JP-7015491-B1,16/06/2021,
JP-6982352-B1,08/06/2021,
JP-6905244-B1,12/02/2021,
JP-7048039-B1,15/01/2021,
JP-6894658-B1,12/11/2020,
JP-6797450-B1,04/06/2020,
JP-6930768-B1,02/06/2020,
JP-6915729-B1,19/03/2020,
JP-6738113-B1,20/05/2020,
JP-6826715-B1,09/03/2020,
JP-6898480-B1,22/01/2020,
JP-6809768-B1,20/12/2019,
JP-6466011-B1,13/04/2018,
JP-6556901-B1,13/04/2018,
JP-2023099052-A,19/03/2020,
JP-2023097391-A,27/12/2021,
JP-2023087665-A,13/12/2021,
JP-2022146305-A,22/03/2021,
JP-2023095786-A,24/12/2021,
JP-2023060814-A,18/10/2021,
JP-2022141962-A,02/08/2021,
JP-2023007389-A,29/06/2021,
JP-2022145531-A,19/03/2021,
JP-2023107165-A,21/01/2022,
JP-2019185523-A,13/04/2018,
JP-2022156182-A,31/03/2021,
JP-2022533752-A,24/05/2019,
JP-2023102883-A,13/01/2022,
JP-2023102725-A,12/01/2022,
JP-2023100076-A,05/01/2022,
JP-2023521015-A,03/04/2020,
JP-2023097087-A,27/12/2021,
JP-2023095004-A,24/12/2021,
JP-2023095574-A,24/12/2021,
JP-2023093249-A,22/12/2021,
JP-2023066338-A,28/10/2021,
JP-2023088600-A,15/12/2021,
JP-2023077333-A,24/11/2021,
JP-2022009689-A,26/04/2019,
JP-2023062288-A,21/10/2021,
JP-2023057966-A,12/10/2021,
JP-2023522119-A,21/04/2020,
JP-2023528496-A,03/06/2020,
JP-2022172864-A,07/05/2021,
JP-2022167752-A,22/04/2021,
JP-2023041493-A,13/09/2021,
JP-2023039255-A,08/09/2021,
JP-2022551025-A,10/09/2020,
JP-2023534764-A,24/08/2020,
JP-2023021874-A,02/08/2021,
JP-2023535914-A,24/07/2020,
JP-2021168177-A,26/12/2019,
JP-2021185476-A,13/05/2020,
JP-2023004074-A,25/06/2021,
JP-2022002389-A,19/06/2020,
JP-2022187692-A,08/06/2021,
JP-2023106185-A,20/01/2022,
